Ancient pop	Sex	Age	Country	Lat	Long	A	B	C	D	E	F	G	H	I	J	K	L	M	N	P	R	T	U	V	W	X	Z	total
Hungary EarlyC Tiszapolgar	M	6200	Hungary	47.45925	20.51282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Hungary EarlyC Tiszapolgar Bodrogkeresztur	M	6273	Hungary	47.191612	20.402331	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hungary IA LaTene o	M	2250	Hungary	47.353728	16.794725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Hungary IA LaTene oEast	M	2210	Hungary	47.647501	16.629722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Hungary IA LaTene oWest	F	2210	Hungary	47.647501	16.629722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Hungary IA Scythian.SG	F	2472	Hungary	47.559444	20.708056	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hungary LBA	M	2875	Hungary	47.353728	16.794725	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hungary LN Tisza	M	6700	Hungary	46.3941	20.244951	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Hungary Langobard	M	1442	Hungary	46.283333	17.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Hungary Langobard.SG	M	1442	Hungary	46.283333	17.85	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
Hungary LateAvar	F	1179	Hungary	47.054206666666666	20.628781666666665	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	6
Hungary LateAvar	M	1242	Hungary	46.5338075	20.1275075	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4
Hungary LateC Baden	M	5175	Hungary	46.78469	17.731714	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Hungary LateC EBA Baden Yamnaya	M	5100	Hungary	47.809892	20.889267	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hungary LateC Protoboleraz	F	5625	Hungary	47.189141	20.004795	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Hungary MBA Vatya.SG	F	3625	Hungary	47.341	18.896	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Hungary MN ALPc Bukk	F	7077	Hungary	48.52	21.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Hungary MN ALPc Szakalhat	F	7050	Hungary	47.178841	19.860515	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Hungary MN LBK lc	F	7050	Hungary	46.736119	18.958091	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hungary MN Vinca	F	7150	Hungary	45.5853	18.30771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Hungary Maros EBA.SG	F	3751	Hungary	46.22	20.199	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Hungary MidAvar	M	1252	Hungary	46.25375	19.828609999999998	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Hungary MidAvar oEastAsiaHigh	F	1259	Hungary	46.286	19.10192	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Hungary NorthHungaryMountains LAvar	M	1200	Hungary	47.767195	20.021645	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Hungary Starcevo EN	M	6450	Hungary	46.22481	18.80311	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hungary Transtisza EAvar	M	1300	Hungary	46.861303	20.556284	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hungary Transtisza LSarmation EHun oEast	F	1550	Hungary	47.857447	21.357433	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Iceland Early Christian.SG	M	603	Iceland	65.437602	-14.602639	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Iceland Pre Christian.SG	M	1020	Iceland	65.814429	-17.363671500000002	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Iceland Viking.SG	F	850	Iceland	65.61	-17.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
India RoopkundA	M	1023	India	30.247205	79.737396	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
India RoopkundB	M	131	India	30.247205	79.737396	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Indonesia Kayoa GuaUattamdi N	M	1824	Indonesia	0.02	127.41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Indonesia LN BA IA.WGC	F	1827	Indonesia	4.6454	96.856	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Iran C TepeHissar	F	5124	Iran	36.154444	54.383611	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
Iran C TepeHissar	M	4707	Iran	36.154444	54.383611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Iran DinkhaTepe BA IA 2	F	3291	Iran	37.007863	45.165759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Iran GanjDareh N	M	9800	Iran	34.45	48.116	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Iran HajjiFiruz BA noUDG	F	4312	Iran	36.9944	45.4744	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Iran Hasanlu IA noUDG	F	3151	Iran	37.005	45.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Iran Hasanlu IA noUDG	M	2753	Iran	37.005	45.459	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Iran ShahrISokhta BA1	F	4600	Iran	30.649857	61.400311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Iran ShahrISokhta BA2	M	5000	Iran	30.649857	61.400311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Iran ShahrISokhta BA2 contam lc	M	4600	Iran	30.649857	61.400311	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Iran ShahrISokhta BA2 lc	F	4600	Iran	30.649857	61.400311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Ireland EBA.SG	M	3700	Ireland	55.292132	-6.191685	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
Ireland EN.SG	M	5705	Ireland	53.04866	-9.140049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Ireland EN MN.SG	M	5558	Ireland	53.04866	-9.140049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Ireland Kilteasheen AngloSaxon EMedieval Norman	F	950	Ireland	54.00684	-8.202308	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ireland Kilteasheen AngloSaxon EMedieval Norman	M	950	Ireland	54.00684	-8.202308	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	5
Ireland MN.SG	M	5442	Ireland	52.985499	-9.111454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Ireland Megalithic.SG	M	5517	Ireland	54.251	-8.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Ireland Viking.SG	F	1100	Ireland	53.39	-6.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Israel C	F	5950	Israel	32.974167	35.331389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Israel C	M	5950	Israel	32.974167	35.331389	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2
Israel MLBA	M	3405	Israel	32.632511	35.116997	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Israel MLBA sister.I10101	F	3500	Israel	32.584722	35.016944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Italy Basilicata Venosa	M	1250	Italy	40.968228	15.827097	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy IA Republic.SG	M	2350	Italy	41.795242	12.778956	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Imperial.SG	F	1750	Italy	41.86829975	12.57091625	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	4
Italy Imperial.SG	M	1814	Italy	43.312035	13.651164	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Imperial o4.SG	M	1814	Italy	42.065902	12.586647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Italy LA.SG	F	1450	Italy	41.755226	12.294893	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy LA.SG	M	1450	Italy	41.906031	12.474232	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Italy LA o1CentralEuropean.SG	M	1450	Italy	41.906031	12.474232	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Italy Lazio Viterbo EarlyMedieval	F	1109	Italy	42.249972	11.767892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Italy Lazio Viterbo Imperial	M	1564	Italy	42.249972	11.767892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Italy Medieval EarlyModern.SG	F	840	Italy	41.687731	13.086495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Italy Medieval EarlyModern.SG	M	718	Italy	41.687731	13.086495	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Italy Medieval EarlyModern oCentralEuropean.SG	F	525	Italy	41.896498	12.471866	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Italy Medieval EarlyModern oCentralEuropean.SG	M	740	Italy	41.7921145	12.779180499999999	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Italy Mesolithic.SG	M	10706	Italy	41.96	13.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Italy North Remedello EBA.SG	M	3902	Italy	45.26	10.379	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Ordona Daunian.SG	M	2507	Italy	15.633	41.3167	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Ordona Daunian.SG daughter.SAL011.SG	F	2389	Italy	15.633	41.3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Italy Ordona Medieval.SG	F	870	Italy	15.633	41.3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Italy Salapia Daunian.SG	F	2289	Italy	16.02556	41.381389	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Italy Sardinia BA Nuragic	M	3226	Italy	39.667222	9.426111	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Sardinia EBA	F	4095	Italy	40.3401485	8.839889	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Italy Sardinia EBA	M	3898	Italy	40.338482	8.838755500000001	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2
Italy Sardinia EBA dup.SUC006.SG	M	4347	Italy	40.810104	8.442207	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Sardinia EBA o	F	3881	Italy	39.87	9.2356	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Sardinia IA 2	F	2576	Italy	40.626667	8.323056	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Sardinia N	F	5571	Italy	40.626667	8.323056	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3
Italy Sardinia N	M	5196	Italy	40.6253545	8.479875499999999	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Italy Sardinia N contam	M	5575	Italy	40.626667	8.323056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Italy Sicily EBA	M	3978	Italy	37.908	13.478	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Italy Sicily LBA	F	3207	Italy	37.68	12.789	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
Italy Sicily MN	F	6815	Italy	37.724	12.916	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Sicily N Stentinello	M	7245	Italy	38.11	12.7866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Italy Tuscany Grosseto Etruscan	F	2713	Italy	42.920709	10.971394	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2
Italy Tuscany Grosseto Etruscan	M	2422	Italy	42.977014	11.152167	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Italy Tuscany Grosseto Imperial	M	1638	Italy	42.53848	11.33358	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Italy Tuscany Siena EarlyMedieval	M	1000	Italy	43.017037	11.948444	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Japan HG Jomon	F	4351	Japan	35.55	140.157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Japan Honshu EarlyJomon.SG	M	6020	Japan	36.72122	137.16677	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Japan Honshu Kofun.SG	F	1338	Japan	36.61895	136.70233	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Japan Shikoku InitialJomon.SG	F	8820	Japan	33.6134	132.9746	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Jordan PPNC 1d.rel.I1699	F	8700	Jordan	31.988	35.976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Kazakhstan Berel IA	F	1886	Kazakhstan	49.33	85.79	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kazakhstan Botai Eneolithic	F	5396	Kazakhstan	53.166667	67.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Kazakhstan Botai Eneolithic.SG	F	5396	Kazakhstan	53.305983	67.648166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Kazakhstan Central Steppe EMBA.SG	F	4108	Kazakhstan	51.631339	74.66445	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kazakhstan Kangju.SG	M	1688	Kazakhstan	42.593056	68.050556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan Kumsay EBA	F	4937	Kazakhstan	49.49	58.51	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kazakhstan MLBA Aktogai	M	3508	Kazakhstan	46.965867	80.034733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan MLBA OyDzhaylau	F	3695	Kazakhstan	42.689433	73.117483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan MLBA Zevakinskiy	M	3445	Kazakhstan	50.2249	81.836783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan Maitan MLBA Alakul	M	3715	Kazakhstan	50.09	74.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan Mereke MBA	M	4046	Kazakhstan	50.770236	49.340042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan Sarmatian.SG	M	1948	Kazakhstan	51.695	65.671389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan Sarmatian IA	F	2300	Kazakhstan	48.24	58.94	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Kazakhstan Sarmatian IA	M	2350	Kazakhstan	43.7	51.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan Shoendykol MLBA Fedorovo	F	3100	Kazakhstan	50.82	75.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan Tasmola EIA	F	2585	Kazakhstan	48.28	75.36	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kazakhstan Tasmola EIA	M	2550	Kazakhstan	49.09	75.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstan TianShan Hun o.SG	M	1616	Kazakhstan	42.990556	79.369167	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kazakhstan Wusun LateSaka dup.I11524.SG	F	2069	Kazakhstan	43.068611	68.248889	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kazakhstan Zevakinskiy BA	M	3968	Kazakhstan	50.2249	81.836783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Kazakhstan Zevakinskiy LBA o	M	3035	Kazakhstan	50.2249	81.836783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kazakhstann OtrarCulture LIA o	M	1622	Kazakhstan	41.41	68.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kenya PastoralN Nderit possible	M	4200	Kenya	3.132	37.433	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Kyrgyzstan Chuy KaraDjigach BlackDeath Medieval	F	634	Kyrgyzstan	42.806022	74.685769	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Kyrgyzstan Modern Nomad.SG	M	139	Kyrgyzstan	42.074444	76.966667	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kyrgyzstan Saka IA	F	2406	Kyrgyzstan	42.2	75.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Kyrgyzstan TianShan Hun o.SG	M	1656	Kyrgyzstan	41.615	74.985833	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Latvia BA	F	2559	Latvia	56.852	24.272	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Latvia BA	M	2544	Latvia	56.852	24.272	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
Latvia HG	M	7670	Latvia	56.2833	25.1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Lebanon Medieval o4.SG	M	851	Lebanon	33.560556	35.398056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Lithuania EMN Narva	F	6569	Lithuania	55.808	22.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Lithuania EMN Narva	M	6150	Lithuania	55.26	26.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Lithuania Mesolithic	M	7823	Lithuania	55.808	24.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Luxembourg Loschbour.DG	M	8025	Luxembourg	49.81	6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Macedonia IA	F	2550	North Macedonia	41.11	20.79	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Malawi Chencherere LSA 5200BP noUDG	F	5150	Malawi	-14.375786	33.823623	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Malawi Hora LSA 8500BP.SG	F	8018	Malawi	-11.659928	33.641921	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Malawi Hora LSA 8500BP.SG	M	8895	Malawi	-11.659928	33.641921	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mexico Colonial Maya	F	340	Mexico	20.24	-90.46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mexico Pericues.SG	M	500	Mexico	31.89	-116.47	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mexico PreColombian lc.SG	M	3200	Mexico	27.0	-107.25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Micronesia SaudeleurDynasty	M	288	Federated States of Micronesia	6.844504	158.335674	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Moldova Glinoe Scythian.SG	M	2234	Moldova	46.6684	29.8001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Moldova Glinoe Scythian o2.SG	F	2231	Moldova	46.6684	29.8001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Moldova Glinoe Scythian o3 lc.SG	F	1616	Moldova	46.6684	29.8001	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Mongolia Arkhangai Xiongnu	F	2000	Mongolia	47.834494	101.714282	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia Arkhangai XiongnuEarlyMedieval 1 sister.BUR003	F	1919	Mongolia	47.799255	102.361242	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia Arkhangai XiongnuEarlyMedieval 3	F	1800	Mongolia	47.799255	102.361242	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia BA 1	M	3226	Mongolia	49.41	102.69	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia EBA Chemurchek 2 dup.I12957	M	4462	Mongolia	46.12105	91.571833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Mongolia EIA SlabGrave 1	F	2849	Mongolia	49.15	114.87	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia EIA SlabGrave 1	M	2740	Mongolia	47.7106945	106.94722200000001	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mongolia Khovd MLBA	M	3314	Mongolia	47.059972	91.842502	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia Khuvsgul XiongnuLateMedieval 1	M	2051	Mongolia	49.162275	101.424353	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia LBA CenterWest 4	M	3074	Mongolia	48.11	102.55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia LBA CenterWest 4 o	M	3001	Mongolia	46.426	100.817	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia LBA CenterWest 5	M	3116	Mongolia	48.3	89.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia LBA Khovsgol 6	M	2951	Mongolia	49.657167	99.725944	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mongolia LBA MongunTaiga 1	M	3410	Mongolia	47.069	91.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Mongolia LBA MongunTaiga 3	M	3095	Mongolia	45.35	90.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Mongolia LBA Ulaanzukh 2	F	3350	Mongolia	46.77	111.6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
