Ancient pop	Sex	A	B	C	D	E	F	G	H	I	J	K	L	M	N	P	R	T	U	V	W	X	Z
Italy Sardinia EBA dup.SUC006.SG	M								H1j9														
Italy Sardinia EBA o	F								H1e1a														
Italy Sardinia IA 2	F										J1c2												
Italy Sardinia N	F										J2a1a1,J2b1a								U1a1a				
Italy Sardinia N	M								H4a1a			K1a											
Italy Sardinia N contam	M																R						
Italy Sicily EBA	M								H71			K1a3a											
Italy Sicily LBA	F											K1a,K1a3a											
Italy Sicily MN	F								H1e														
Italy Sicily N Stentinello	M																		U8b1b1				
Italy Tuscany Grosseto Etruscan	F										J1c9							T2b					
Italy Tuscany Grosseto Etruscan	M								H1at1		J1c3												
Italy Tuscany Grosseto Imperial	M								H74														
Italy Tuscany Siena EarlyMedieval	M								HV														
Japan HG Jomon	F														N9b								
Japan Honshu EarlyJomon.SG	M													M7a1 ,M7a 									
Japan Honshu Kofun.SG	F				D5c1a 																		
Japan Shikoku InitialJomon.SG	F														N9b3 								
Jordan PPNC 1d.rel.I1699	F																R0a2						
Kazakhstan Berel IA	F		B5b2a2																				
Kazakhstan Botai Eneolithic	F																						Z1
Kazakhstan Botai Eneolithic.SG	F																						Z1a
Kazakhstan Central Steppe EMBA.SG	F			C4+152																			
Kazakhstan Kangju.SG	M																		U2e2a1				
Kazakhstan Kumsay EBA	F			C5c+16234																			
Kazakhstan MLBA Aktogai	M																		U5a1a2a				
Kazakhstan MLBA OyDzhaylau	F																		U4a1				
Kazakhstan MLBA Zevakinskiy	M																		U2a				
Kazakhstan Maitan MLBA Alakul	M																		U4b1a1a1				
Kazakhstan Mereke MBA	M																		U5a1b				
Kazakhstan Sarmatian.SG	M																		U4a2				
Kazakhstan Sarmatian IA	F									I4a									U5b2c				
Kazakhstan Sarmatian IA	M																		U4a1				
Kazakhstan Shoendykol MLBA Fedorovo	F																		U2e2a1d				
Kazakhstan Tasmola EIA	F									I1a1													
Kazakhstan Tasmola EIA	M																		U5a1f1				
Kazakhstan TianShan Hun o.SG	M				D4b1a2a1																		
Kazakhstan Wusun LateSaka dup.I11524.SG	F			C4a1a+195																			
Kazakhstan Zevakinskiy BA	M																	T1a1					
Kazakhstan Zevakinskiy LBA o	M																		U5b2a1a2				
Kazakhstann OtrarCulture LIA o	M																		U5a1a1				
Kenya PastoralN Nderit possible	M												L3a2a										
Kyrgyzstan Chuy KaraDjigach BlackDeath Medieval	F		B4c1a2						HV2a2														
Kyrgyzstan Modern Nomad.SG	M								H6a1b														
Kyrgyzstan Saka IA	F																		U4a1a				
Kyrgyzstan TianShan Hun o.SG	M	A16																					
Latvia BA	F								H1c														
Latvia BA	M										J1b1a1								U5a1c1				
Latvia HG	M																		U5a2				
Lebanon Medieval o4.SG	M																	T2					
Lithuania EMN Narva	F																		U5a2e				
Lithuania EMN Narva	M																		U5b2b				
Lithuania Mesolithic	M																		U5b2c1				
Luxembourg Loschbour.DG	M																		U5b1a,U5b1a				
Macedonia IA	F											K1a3a											
Malawi Chencherere LSA 5200BP noUDG	F												L0k2										
Malawi Hora LSA 8500BP.SG	F												L0a2										
Malawi Hora LSA 8500BP.SG	M								H2a2a1														
Mexico Colonial Maya	F	A2+(64)																					
Mexico Pericues.SG	M			CZ 																			
Mexico PreColombian lc.SG	M			C 																			
Micronesia SaudeleurDynasty	M		B4a1a1																				
Moldova Glinoe Scythian.SG	M																		U4,U5a2b				
Moldova Glinoe Scythian o2.SG	F																		U5a1a2b				
Moldova Glinoe Scythian o3 lc.SG	F													M10a1a1a									
Mongolia Arkhangai Xiongnu	F											K1a19											
Mongolia Arkhangai XiongnuEarlyMedieval 1 sister.BUR003	F										J2b1a2a												
Mongolia Arkhangai XiongnuEarlyMedieval 3	F										J1d5												
Mongolia BA 1	M				D4j																		
Mongolia EBA Chemurchek 2 dup.I12957	M																	T1a1					
Mongolia EIA SlabGrave 1	F				D4j7																		
Mongolia EIA SlabGrave 1	M			C5c	D4m2																		
Mongolia Khovd MLBA	M							G2b2															
Mongolia Khuvsgul XiongnuLateMedieval 1	M								H														
Mongolia LBA CenterWest 4	M				D4j1																		
Mongolia LBA CenterWest 4 o	M	A+152+16362																					
Mongolia LBA CenterWest 5	M			C4a1a1																			
Mongolia LBA Khovsgol 6	M		B5b1																				
Mongolia LBA MongunTaiga 1	M																		U5a2				
Mongolia LBA MongunTaiga 3	M																		U2e1h				
Mongolia LBA Ulaanzukh 2	F			C4a1a+195																			
Mongolia MBA Munkhkhairkhan 2	M								H15b1														
Mongolia MBA Munkhkhairkhan 2 dup.I13173	M								H15b1														
Mongolia North N mother.I23394	F				D4j																		
Mongolia Selenge LateMedieval	F							G2a5															
Mongolia Selenge Xiongnu	M				D5a2a1																		
Mongolia Selenge XiongnuMedieval	M				D2																		
Mongolia Sukhbaatar LateMedieval	M														N1a1a1a1a		R11a						
Mongolia Sukhbaatar XiongnuLateMedieval	M				D4j+16311																		
Mongolia Umungobi LateMedieval	F							G3a3															
Mongolia Uvs EIAXiongnuLateMedival	F														N9a9								
Mongolia Uvs EIAXiongnuLateMedival	M																	T2b34					
Mongolia Uvurkhangai EIALateMedieval	M				D4b2b																		
Mongolia Uvurkhangai Xiongnu	M														N9a1								
Montenegro MLBA	F								H7c2														
Morocco Iberomaurusian	M													M1b									
Nepal Mustang Chokhopani IA	M	A17																					
Nepal Mustang Samdzong MiddleKingdoms	F						F1g																
Nepal Mustang Samdzong MiddleKingdoms	M													M9a1a1c1b1a									
Netherlands BellBeaker	M								H														
Netherlands Friesland Saxon Medieval oEastMed.SG	F										J1c3												
Netherlands MBA	F																		U4a3				
Netherlands MBA	M								H5b														
Norway LN BA.SG	M																		U2e2a				
Norway Medieval.SG	M								H1a3a														
Norway Medieval lc.SG	M																		U6a3				
Norway Viking.SG	M								H13a1a1a		J1c5							T2b					
Pakistan Aligrama H	F																				W6		
Pakistan Barikot H	F																R30b1						
Pakistan Katelai IA	F								HV18,HV14a												W3b		
Pakistan Katelai IA	M													M30c1									
Pakistan Loebanr IA	F														N1a2								
Pakistan Loebanr IA	M								HV2a										U7a				
Pakistan Loebanr IA son.I6292.son.I10000	M																	T2g1a					
Pakistan SaiduSharif H	M											K1b1a1+199							U2b2				
Pakistan Udegram Medieval Ghaznavid father.or.son.I2959	M				D4c2b																		
Panama IsthmoColombian oEuropean lc.SG	M								H5														
Peru Antaura Tiwanaku	F	A2d1																					
Peru Cuncaicha 3300BP contam	M	A2h																					
Peru ElBrujo EIP 1300BP	M			C1b																			
Peru LimaCoast MH 1000BP	F	A2+(64)																					
Peru MH LIP Lambayeque	F	A2+(64)+16129																					
Peru Palpa LIP 550BP	F																R						
Peru Palpa MH 950BP	M			C5b																			
Peru SanSebastian LIP 600BP	M			C5b																			
Peru Ullujaya MH 950BP	F																R						
Philippines RedSlippedPottery.WGC	F		B5b1a																				
Poland BKG o1.SG	F																		U5b2a1a				
Poland BellBeaker son.I6581 brother.I6582 lc	M																		U5a2b				
Poland CordedWare.SG	F																		U3a’c 				
Poland EBA	F											K1a4a1g											
Poland EBA Unetice.SG	F																		U4,U5a1b1				
Poland GlobularAmphora	M																				W5		
Poland Southeast CordedWare.SG	F								H2a2b														
Poland Southeast CordedWare.SG	M									I2								T1a1					
Poland Viking.SG	M										J1b1a1b												
Poland Viking father.or.son.VK156.SG	M								H1c3														
Portugal C	M											K1a1							U5b1+16189+@16192				
Portugal EBA lc	F								H1+16311														
Portugal Geometric Mesolithic	F																		U5b1 + 16189				
Portugal LN C.SG	M											K1b1a											
Portugal MN.SG	F								H3														
PuertoRico Monserrate Ceramic	M	A2																					
PuertoRico PasodelIndio Ceramic	M	A2																					
PuertoRico PuntaCandelero Ceramic	F	A2h																					
Romania BA Arman	F											K1c1											
Romania C Bodrogkeresztur	F								H+152		J1c1												
Romania C Bodrogkeresztur	M								HV0a,H5n														
Romania EN	F										J1c5												
Romania EN	M											K1a2											
Romania IronGates Mesolithic	M											K1+16362											
Romania MLBA	F										J1												
Romania Medieval	M																		U5a1				
Russia Afanasievo	F																		U5a1d2b,U4d3				
Russia Afanasievo	M																	T1a1,T2a1a	U5a1a1				
Russia Afanasievo.SG	F																		U5a1a1				
Russia Afanasievo.SG	M																		U5b2a1a+16311				
Russia Afanasievo son.I10565	M																	T2c1a2					
Russia AginBuryat N.SG	M				D2a'b																		
Russia Alan o.SG	M																					X2f	
Russia AngaraRiver BA.SG	M				D4b1c																		
Russia AngaraRiver Medieval.SG	M				D6c																		
Russia BA Okunevo.SG	M	A8a		C5c																			
Russia Boisman MN	M			C5a																			
Russia Boisman MN contam	M				D4o2a																		
Russia Caucasus EBA Yamnaya	F																	T2a1					
Russia Caucasus KuraAraxes	M																		U4a2				
Russia Caucasus KuraAraxes o2 1d.rel.VEK007 1d.rel.VEK008	F																		U4a2				
Russia Caucasus LBA Dolmen	M								H6a1a														
Russia Caucasus LateMaikop	M																	T1a2					
Russia Caucasus Maikop Novosvobodnaya	M																					X2f	
Russia Caucasus Medieval	F																		U5a2a1				
Russia DevilsCave N.SG	F				D4																		
Russia EBA o1.SG	M														N1a1a-T152C								
Russia EHG	F																R1b						
Russia EIA Sargatka IA	M																		U5a1a2a,U4a1				
Russia Ekven IA.SG	M	A2b1			D4b1a2a1																		
Russia Ekven OldBeringSea	M	A2b1																					
Russia Ekven OldBeringSea dup.I7349.SG	F	A2a																					
Russia IA 3.SG	M											K2a5											
Russia IA Ingria.SG	F								H2a1a														
Russia Ivanovo Fatyanovo BA.SG	F																				W6		
Russia Ivanovo Fatyanovo BA lc.SG	F																	T1a1+@152					
Russia Kalmykia EBA Yamnaya.SG	F																		U5a1d1				
Russia Kalmykia EBA Yamnaya.SG	M																		U4				
Russia Karasuk o1.SG	F	A+152+16362																					
Russia Khvalynsk Eneolithic	M								H2a1														
Russia KuengaRiver N 1.SG	F	A																					
Russia Kurma EBA.SG	F						F1b																
Russia LateMaikop	F																		U4c1				
Russia LenaRiver LUP.SG	F																R1b						
Russia LenaRiver MiddleN.SG	M				D4b1c																		
Russia Lokomotiv Eneolithic.SG	F				D4j																		
Russia MBA Poltavka	M																		U2d2				
Russia MLBA Krasnoyarsk	F								H7b												W1c		
Russia MLBA Krasnoyarsk	M																		U5b2c				
Russia MLBA Sintashta	M								H2b										U2e2a				
Russia MLBA Sintashta.SG	F																		U2e1h				
Russia MLBA Sintashta 1d.rel.I1055	F																		U2e1h				
Russia MLBA Sintashta o1	M																		U2e1'2'3				
Russia Magadan BA dup.I11278.SG	F				D2a1																		
Russia Mezhovskaya.SG	M									I5c													
Russia North Caucasus	F																R1a1a						
Russia SaltovoMayaki.SG	M										J1b4												
Russia Samara EBA Yamnaya	F																				W6c		
Russia Samara EBA Yamnaya	M																	T2c1a2					
Russia Sarmatian.SG	M	A+152+16362																					
Russia Shamanka Eneolithic.SG	F			C4																			
Russia Shamanka Eneolithic.SG	M				D4j																		
Russia Siberia Lena EBA	F			C4a1a3,C4a2a1																			
Russia Siberia Lena EBA o	M				D4j																		
Russia Srubnaya	F								H2b														
Russia Srubnaya Alakul.SG	M								H		J1c3a												
Russia Srubnaya Scythian Sarmatian possible	M																		U5a1i				
Russia Srubnaya o1	F																		U5a1				
Russia Sunghir2.SG	M																		U2				
Russia Tagar.SG	F														N9a9								
Russia Tver Fatyanovo BA.SG	F										J1c1b1a1												
Russia Uelen OldBeringSea	F	A2a																					
Russia Ural EarlySarmatian	F																		U2e2a1a2				
Russia UstBelaya Angara	F				D4j1																		
Russia UstIda LN.SG	F																R1b1						
Russia UstIda LN.SG	M	A+152+16362																					
Russia Viking.SG	F										J1b1a1,J1c												
Russia Viking.SG	M										J1c1a								U4a1a				
Russia Vologda Veretye Mesolithic.SG	F																	T2a1b1					
Russia Yaroslavl Fatyanovo BA.SG	M																	T2b					
Russia Yaroslavl Fatyanovo BA dup.I1490.SG	F																	T2a1a					
Russia Yaroslavl Fatyanovo BA dup.I7356 lc.SG	M																				W1c		
Scotland C EBA	M											K1a3a											
Scotland C EBA highEEF	F								H1a														
Scotland LBA	F																		U5a1c				
Scotland LBA	M											K1a2c											
Scotland MBA	M								H6a1b2,H2a1a														
Scotland N	F											K1a+195,K1a1b1											
Scotland N	M								HV0+195		J1c9							T2c1d1					
Scotland N.SG	F								H,H2														
Scotland N lowEEF	M																		U5b2a+@16192				
Scotland Orkney IA.SG	M								H1b														
Scotland Orkney MBA.SG	F																		U5b2a3b				
Scotland Orkney MBA.SG	M								H1n1			K1c2											
Serbia BA Maros	F								H4a1a		J2b1a1												
Serbia C BA Tiszapolgar Bodrogkerestur	M								H4a1														
Serbia GradStarcevo Starcevo EN.SG	F																	T2e2					
Serbia IronGates MBA	M									I3a													
Serbia IronGates Mesolithic	F																		U5a1c,U5a2d,U5a1				
Serbia IronGates Mesolithic	M																		U5a1c				
Serbia LepenskiVir EMN.SG	M								H3														
Slovakia IA Vekerzug	F																		U5a1a1				
Slovakia IA Vekerzug	M																				W+194		
Slovakia LIA LaTene	M																			V			
Slovenia EIA	M											K1b1											
Slovenia MIA oSouth	M								H4a1c1a														
South Africa 2200BP.SG	M												L0d2c1										
Spain Almoloya Argar Early	F								H3														
Spain Almoloya Argar Early	M								H1+16189														
Spain Almoloya Argar Late	M								H1cf														
Spain Almoloya Argar son.ALM015.ALM016	M											K1a4a1											
Spain C	F								H1t		J2a1a1,J2b1a							T	U5b3				
Spain C	M								H1,H3,H3									T2b3	U5b1i,U5b1+16189+@16192	V		X2	
Spain C.SG	M								H3														
Spain C lc	F								H1aq			K1a+195											
Spain C lc	M											K1a1b1											
Spain C oSteppe	M																		U5a1b1				
Spain Carolingian	F								H42														
Spain EBA	F								H84														
Spain EBA	M								HV0+195,H1q										U,U5b3				
Spain EBA lc	F										J2b1a												
Spain EN	F																			V			
Spain Greek oLocal	M								H1														
Spain Hellenistic oAegean	M								H33														
Spain IA	F								HV0+195														
Spain IA Celt	M								H1														
Spain IA Celt o	F										J1c1												
Spain IA lc	F								H														
Spain IA o	M								H1														
Spain Islamic	F																		U5b1f1a				
Spain Islamic	M								H1,H3										U4a2				
Spain LBA	M								H1j														
Spain LIA	M																		U5b1g,U5b1g				
Spain LaHorna BA 1d.LHO001	M											K1a+195											
Spain MBA	M										J2a1a1												
Spain MBA Formentera noUDG	F								H5														
Spain MLN	F								H		J2a1a1a												
Spain MLN	M											K1a2b											
Spain Menorca LBA new	M																		U5b1+16189+@16192				
Spain NazariPeriod Muslim	F																				W6		
Spain Roman oMixed	F											K1b2a											
Spain SE Iberia BA Argar	M											K1a1b1											
Spain SE Iberia CA	F										J2b1a	K1a+195											
Spain SE Iberia CA	M										J1c1e									V			
Spain Visigoth Granada	F								HV0f														
Sudan EarlyChristian	M												L5a1b										
Sudan EarlyChristian R	F								H2a										U1a1				
Sudan EarlyChristian R	M								H2a														
Sudan EarlyChristian S	F								H2a,HV13a		J2a2e		L2a1d1,L5a1b,L2a1d1		N1a1a3								
Sudan EarlyChristian S	M												L2a1d1						U5b2b5				
Sudan EarlyChristian lc	M																		U5b2b5				
Sweden Ansarve Megalithic.SG	M								HV0a														
Sweden EarlyViking lc.SG	M								H1f+16093														
Sweden Gotland Ajvide PittedWare BattleAxe.SG	F																		U4a2				
Sweden Gotland Hemmor PittedWare BattleAxe.SG	F																		U5a1				
Sweden Gotland Hemmor PittedWare BattleAxe.SG	M											K1a3a							U4a2				
Sweden Gotland Hemmor PittedWare BattleAxe minus.SG	M											K1a3a							U4a2				
Sweden Gotland Vasterbjers PittedWare BattleAxe.SG	M																		U4a2				
Sweden Gotland Vasterbjers PittedWare BattleAxe minus.SG	F																		U5b2a2				
Sweden IA 2.SG	F								H1a3b														
Sweden LN.SG	M											K1a3											
Sweden Motala HG	M																		U5a2d,U5a1				
Sweden PWC.SG	M																			V			
Sweden Viking.SG	F								H3n,H1e1a,H5,H1m,H56										U4,U5a2b	V			
Sweden Viking.SG	M								H1m,H3ac,H15a1,HV+16311,H1b1,H2a2b	I4a	J1d	K1a4a1a2b,K2b1a1						T1,T2b11					
Sweden Viking fail.due.to.high.heterozygosity.SG	F								H2a3a														
Switzerland EBA 2	F										J1c4												
Switzerland EBA 2	M								H3+16189			K1a1											
Switzerland LN	F								H5										U5b2b5				
Switzerland LN	M								H7d,H10+(16093),H1+16311			K1a+195											
Switzerland LN father.or.son.Aes24.1d.rel.Aes19.1d.rel.Aes3	M								H1														
Syria Ebla EMBA	F																		U3b2a1				
Syria TellQarassa Umayyad	F																R0a2						
Taiwan Hanben IA	F													M7c1c3									
Taiwan Hanben IA	M		B4b1a2f														R30						
Tajikistan BA DashtiKozy	F																	T2a1b1					
Tajikistan C Sarazm	F										J1d												
Tanzania Zanzibar 1300BP lc.SG	F												L4b2a2										
Tanzania Zanzibar 1300BP noUDG	F												L4b2a2c										
Tonga 2500BP	M		B4a1a1																				
Turkey Alalakh MLBA	F								H5a1j									T2	U1a1d				
Turkey Archaic SubGeometric	M																		U8b1a2				
Turkey Arslantepe EBA	F											K1a28											
Turkey Arslantepe LateC	F										J1c	K1a8b											
Turkey Arslantepe LateC	M											K1a3											
Turkey Arslantepe LateC brother.ART014	M																					X2i+@225	
Turkey AsikliHoyuk EN Preceramic.SG lc	F											K1a4											
Turkey AssyrianColonyPeriod.SG	F																		U1a				
Turkey Barcin LN.SG	M														N1a1a1								
Turkey Boncuklu N	F																		U3				
Turkey Byzantine	F								HV7														
Turkey C dup.I1584 do.not.mergeI2500	F											K1a17											
Turkey CamlibelTarlasi LateC	F								HV1			K1a											
Turkey Catalhoyuk N Ceramic.SG	F											K1a											
Turkey EBA	F																	T2c1a			W3a1		
Turkey EBA	M														N2a								
Turkey EBA noUDG	F											K1a2											
Turkey EBA noUDG	M								H														
Turkey Hellenistic	M								H5														
Turkey IA	F										J2b1												
Turkey IA	M																		U3a2a				
Turkey IA o6	F										J2a2e												
Turkey IA o6	M								H29														
Turkey Ikiztepe LateC	F										J1c16												
Turkey Ikiztepe LateC	M																		U1b1				
Turkey MBA	M											K1a15											
Turkey N	F								H5														
Turkey N	M											K1a						T2b	U8b1b1				
Turkey N.DG	M											K1a2											
Turkey N.SG	M																					X2m	
Turkey Ottoman Tajik Turkic possible.SG	F				D4j																		
Turkey PPNA	F											K1a											
Turkey Roman 1	M																		U7b				
Turkey Roman 5	F											K1a19											
Turkey Roman 5	M										J2a2e												
Turkey SoutheastByzantine	F														N3a				U4b				
Turkey SoutheastByzantine father.or.son.I14651	M																		U4b3				
Turkey TellAtchana MLBA	M											K1a											
Turkey WestByzantine	F																					X2n	
Turkey WestByzantine	M								H		J1c10							T2g1					
Turkey WestByzantine oEuropean	F								H8c														
Turkmenistan BA Gonur 4	F								HV12b1														
Turkmenistan C Geoksyur	F								HV														
Turkmenistan Gonur BA 1	M																	T1a1					
Turkmenistan Gonur BA 1 lc	M										J1b1a3				N1a2								
Turkmenistan Gonur BA 1 o3	M																	T2d1a					
Turkmenistan LBA Parkhai	F								H29a														
USA AK Ancient Athabaskan 1100BP.SG	M	A2a1																					
USA AK PaleoAleut	F				D2a1a																		
USA AK Prehistoric.SG	M				D4h3a 																		
USA Ancient Beringian.SG	F		B2																				
USA CA Chumash.SG	F				D1t																		
USA CA Chumash.SG	M	A2,A2cc																					
USA CA Early SanNicolas lc.SG	M	A2cb																					
USA CA LSCI.SG	F			C1b41a1a,Cb16a1																			
USA CA Late SanNicolas.SG	F		B2a5b																				
USA CA Late SanNicolas contam.SG	F		B2a5b																				
USA MarianaIslands Latte	F					E2a																	
USA MarianaIslands Latte	M					E1a1b,E2a																	
USA MarianaIslands Latte mother.I24593	F					E1a1b																	
USA MarianaIslands Latte o	F					E2																	
USA Nevada LovelockCave 1850BP.SG	F				D1																		
Ukraine Alexandria MBA	M								H2a1a														
Ukraine LateSrubnaya.SG	F																	T2a1b1a 					
Ukraine Mesolithic	M																		U5b2				
Ukraine N	F																		U5b2				
Ukraine Scythian.SG	M										J2b1a6												
Ukraine VertebaCave MLTrypillia	M										J1c2												
Ukraine Viking 1d.rel.VK539.SG	F																			V			
Uzbekistan Bustan BA	M								H2a2a														
Uzbekistan Bustan Eneolithic	M																				W1+119		
Uzbekistan Dzharkutan BA 3	F								H+16311														
Uzbekistan SappaliTepe BA	F																		U1a2				
Vanuatu 150BP noUDG	F															P1d2							
Venezuela LasLocas Ceramic	M		B2j																				
Vietnam BA DongSonCulture.SG	F						F1a							M7b1a1									
Vietnam N noUDG	F													M13b1									
Wales C EBA	M									I3													
Wales LBA	M																		U5a1b1				
Wales N.SG	F																		U5b				
Wales N.SG	M																	T / V22					
